rank,indicators,n_indicators,n_trades,win_rate_pct,avg_return_pct,median_return_pct,std_return_pct
760,BB_pctB_0.8-1.0 & Stoch_bull & CCI_gt100 & EMA9_gt_EMA21 & ROC10_pos,5,234,42.73504273504273,-0.14714264574822394,-0.2632626902757042,2.116243640926379
761,RSI_50_70 & MACD_bull & ADX_gt25 & Stoch_bull & CCI_gt100 & WilliamsR_gt-50,6,72,41.66666666666667,-0.1476932492113353,-0.2212937824994542,2.2347993323277278
762,BB_pctB_0.8-1.0 & Stoch_bull & CCI_gt100 & EMA9_gt_EMA21,4,246,43.08943089430895,-0.15062675882102372,-0.2632626902757042,2.074692856450945
763,MACD_bull & ADX_gt25 & Stoch_bull & CCI_gt100,4,83,42.168674698795186,-0.15187383100842933,-0.22558716589741648,2.2043228917722137
764,RSI_50_70 & Stoch_bull & CCI_gt100 & WilliamsR_gt-50 & ROC10_pos,5,349,45.55873925501432,-0.15224121441495736,-0.1496880811424002,2.1257404354380687
765,MACD_bull & BB_pctB_0.8-1.0 & ADX_gt25 & Stoch_bull & VolRatio_gt1.2 & CCI_gt100,6,21,33.33333333333333,-0.15249762242360898,-1.3673844991658368,3.1995461832195966
766,RSI_50_70 & MACD_bull & BB_pctB_0.8-1.0 & ADX_gt25 & Stoch_bull & VolRatio_gt1.2 & CCI_gt100,7,21,33.33333333333333,-0.15249762242360898,-1.3673844991658368,3.1995461832195966
767,MACD_bull & BB_pctB_0.8-1.0 & ADX_gt25 & Stoch_bull & VolRatio_gt1.2 & CCI_gt100 & WilliamsR_gt-50,7,21,33.33333333333333,-0.15249762242360898,-1.3673844991658368,3.1995461832195966
768,MACD_bull & BB_pctB_0.8-1.0 & ADX_gt25 & Stoch_bull & VolRatio_gt1.2 & CCI_gt100 & ROC10_pos,7,21,33.33333333333333,-0.15249762242360898,-1.3673844991658368,3.1995461832195966
769,RSI_50_70 & MACD_bull & BB_pctB_0.8-1.0 & ADX_gt25 & Stoch_bull & VolRatio_gt1.2 & CCI_gt100 & WilliamsR_gt-50,8,21,33.33333333333333,-0.15249762242360898,-1.3673844991658368,3.1995461832195966
770,RSI_50_70 & MACD_bull & BB_pctB_0.8-1.0 & ADX_gt25 & Stoch_bull & VolRatio_gt1.2 & CCI_gt100 & ROC10_pos,8,21,33.33333333333333,-0.15249762242360898,-1.3673844991658368,3.1995461832195966
771,MACD_bull & BB_pctB_0.8-1.0 & ADX_gt25 & Stoch_bull & VolRatio_gt1.2 & CCI_gt100 & WilliamsR_gt-50 & ROC10_pos,8,21,33.33333333333333,-0.15249762242360898,-1.3673844991658368,3.1995461832195966
