ticker,n,win_rate,avg_net_credit_dollars,avg_max_risk_dollars,short_mult,wing_mult,iv_mult,max_move_bound
HON,1,0.0,169.46,330.53999999999996,1.0,1.6,1.6,0.12
INTC,9,0.2222222222222222,49.660000000000004,128.11777777777777,1.0,1.6,1.6,0.12
ISRG,5,0.4,245.97000000000003,654.03,1.0,1.6,1.6,0.12
JD,11,0.5454545454545454,44.912727272727274,109.63272727272727,1.0,1.6,1.6,0.12
JNJ,1,1.0,73.83,176.17000000000002,1.0,1.6,1.6,0.12
JPM,1,1.0,221.22000000000003,778.78,1.0,1.6,1.6,0.12
LLY,3,0.3333333333333333,565.8966666666668,1434.1033333333335,1.0,1.6,1.6,0.12
LOW,2,0.5,119.13499999999999,380.865,1.0,1.6,1.6,0.12
MA,1,1.0,286.28999999999996,713.71,1.0,1.6,1.6,0.12
META,7,0.14285714285714285,290.61999999999995,780.8085714285714,1.0,1.6,1.6,0.12
MS,1,1.0,78.61,171.39,1.0,1.6,1.6,0.12
MSFT,2,0.0,225.07999999999998,524.92,1.0,1.6,1.6,0.12
MU,11,0.36363636363636365,282.6463636363636,717.3536363636364,1.0,1.6,1.6,0.12
NFLX,2,0.0,30.264999999999997,69.73499999999999,1.0,1.6,1.6,0.12
NKE,3,0.3333333333333333,79.31333333333333,170.68666666666667,1.0,1.6,1.6,0.12
NOW,6,0.5,92.06833333333333,241.26500000000001,1.0,1.6,1.6,0.12
NVDA,11,0.45454545454545453,97.50272727272727,211.58818181818182,1.0,1.6,1.6,0.12
PLTR,8,0.125,74.93374999999999,212.56624999999997,1.0,1.6,1.6,0.12
QCOM,11,0.5454545454545454,130.96818181818185,369.0318181818182,1.0,1.6,1.6,0.12
ROST,3,0.3333333333333333,82.55666666666667,167.44333333333333,1.0,1.6,1.6,0.12
SBUX,1,1.0,72.54,177.46,1.0,1.6,1.6,0.12
SHOP,14,0.21428571428571427,84.765,258.09214285714285,1.0,1.6,1.6,0.12
SLB,5,0.8,52.864,147.136,1.0,1.6,1.6,0.12
SNAP,4,0.25,42.4375,95.0625,1.0,1.6,1.6,0.12
TGT,1,0.0,113.86,386.14,1.0,1.6,1.6,0.12
TJX,1,0.0,77.14999999999999,172.85,1.0,1.6,1.6,0.12
TSLA,17,0.29411764705882354,228.05294117647054,610.1823529411764,1.0,1.6,1.6,0.12
UBER,5,0.6,47.181999999999995,132.818,1.0,1.6,1.6,0.12
UNH,2,0.0,203.64499999999998,546.355,1.0,1.6,1.6,0.12
V,1,1.0,238.72,761.28,1.0,1.6,1.6,0.12
XOM,1,1.0,85.48,164.52,1.0,1.6,1.6,0.12
AAPL,1,1.0,287.15999999999997,712.84,1.0,1.6,1.6,0.25
ADBE,8,0.25,303.6275,821.3725000000001,1.0,1.6,1.6,0.25
AMD,15,0.4666666666666667,168.3006666666667,431.69933333333336,1.0,1.6,1.6,0.25
AMZN,6,0.16666666666666666,94.04499999999999,239.28833333333333,1.0,1.6,1.6,0.25
AVGO,8,0.125,155.25125,407.2487499999999,1.0,1.6,1.6,0.25
AXP,2,1.0,196.54,428.4599999999999,1.0,1.6,1.6,0.25
BA,4,0.75,147.63250000000002,414.8675,1.0,1.6,1.6,0.25
BABA,10,0.3,84.92999999999998,215.07,1.0,1.6,1.6,0.25
CAT,2,0.5,433.685,1066.315,1.0,1.6,1.6,0.25
COIN,18,0.6111111111111112,170.37722222222226,474.0672222222223,1.0,1.6,1.6,0.25
COST,1,1.0,307.66,692.34,1.0,1.6,1.6,0.25
CRM,5,0.6,156.974,343.02599999999995,1.0,1.6,1.6,0.25
CVX,1,1.0,132.73999999999998,367.26,1.0,1.6,1.6,0.25
DE,1,0.0,235.42999999999998,764.5699999999999,1.0,1.6,1.6,0.25
DIS,1,0.0,79.43,170.57,1.0,1.6,1.6,0.25
GM,4,1.0,29.5175,70.4825,1.0,1.6,1.6,0.25
GOOGL,3,0.6666666666666666,115.40000000000002,217.93333333333337,1.0,1.6,1.6,0.25
GS,2,1.0,330.46000000000004,919.54,1.0,1.6,1.6,0.25
HD,2,1.0,142.305,357.695,1.0,1.6,1.6,0.25
HON,1,0.0,169.46,330.53999999999996,1.0,1.6,1.6,0.25
INTC,9,0.2222222222222222,49.660000000000004,128.11777777777777,1.0,1.6,1.6,0.25
ISRG,5,0.4,245.97000000000003,654.03,1.0,1.6,1.6,0.25
JD,11,0.5454545454545454,44.912727272727274,109.63272727272727,1.0,1.6,1.6,0.25
JNJ,1,1.0,73.83,176.17000000000002,1.0,1.6,1.6,0.25
JPM,1,1.0,221.22000000000003,778.78,1.0,1.6,1.6,0.25
LLY,3,0.3333333333333333,565.8966666666668,1434.1033333333335,1.0,1.6,1.6,0.25
LOW,2,0.5,119.13499999999999,380.865,1.0,1.6,1.6,0.25
MA,1,1.0,286.28999999999996,713.71,1.0,1.6,1.6,0.25
META,7,0.14285714285714285,290.61999999999995,780.8085714285714,1.0,1.6,1.6,0.25
MS,1,1.0,78.61,171.39,1.0,1.6,1.6,0.25
MSFT,2,0.0,225.07999999999998,524.92,1.0,1.6,1.6,0.25
MU,11,0.36363636363636365,282.6463636363636,717.3536363636364,1.0,1.6,1.6,0.25
NFLX,2,0.0,30.264999999999997,69.73499999999999,1.0,1.6,1.6,0.25
NKE,3,0.3333333333333333,79.31333333333333,170.68666666666667,1.0,1.6,1.6,0.25
NOW,6,0.5,92.06833333333333,241.26500000000001,1.0,1.6,1.6,0.25
NVDA,11,0.45454545454545453,97.50272727272727,211.58818181818182,1.0,1.6,1.6,0.25
PLTR,8,0.125,74.93374999999999,212.56624999999997,1.0,1.6,1.6,0.25
QCOM,11,0.5454545454545454,130.96818181818185,369.0318181818182,1.0,1.6,1.6,0.25
ROST,3,0.3333333333333333,82.55666666666667,167.44333333333333,1.0,1.6,1.6,0.25
SBUX,1,1.0,72.54,177.46,1.0,1.6,1.6,0.25
SHOP,14,0.21428571428571427,84.765,258.09214285714285,1.0,1.6,1.6,0.25
SLB,5,0.8,52.864,147.136,1.0,1.6,1.6,0.25
SNAP,4,0.25,42.4375,95.0625,1.0,1.6,1.6,0.25
TGT,1,0.0,113.86,386.14,1.0,1.6,1.6,0.25
TJX,1,0.0,77.14999999999999,172.85,1.0,1.6,1.6,0.25
TSLA,17,0.29411764705882354,228.05294117647054,610.1823529411764,1.0,1.6,1.6,0.25
UBER,5,0.6,47.181999999999995,132.818,1.0,1.6,1.6,0.25
UNH,2,0.0,203.64499999999998,546.355,1.0,1.6,1.6,0.25
V,1,1.0,238.72,761.28,1.0,1.6,1.6,0.25
XOM,1,1.0,85.48,164.52,1.0,1.6,1.6,0.25
