alert_id,fired_at,session_date,ticker,signal_type,price,pct_b,rsi,vol_ratio,adx,dist_52w_high,tier,checked_at
1298,2026-09-03T13:39:34.199507+00:00,2026-09-03,SPY,BREAKOUT,769.54,52.9,56.0,0.2,13.260922890496687,-1.6352177274690998,PREFER-HIGH,2026-09-03T13:49:24.754104+00:00
1299,2026-09-03T13:45:43.324867+00:00,2026-09-03,WFC,BREAKOUT,90.04,94.9,64.5,0.16,13.144434888446076,-7.386661263270707,PREFER-HIGH,2026-09-03T13:49:24.912092+00:00
1300,2026-09-03T13:46:00.936171+00:00,2026-09-03,NFLX,BREAKOUT,83.28,86.7,65.1,0.17,21.38132326052989,-34.51018772568845,PREFER-HIGH,2026-09-03T13:49:25.046415+00:00
1301,2026-09-03T13:48:18.779082+00:00,2026-09-03,NOW,BREAKOUT,145.02,90.8,65.4,0.35,25.577502097603023,-28.876864038177537,PREFER-HIGH,2026-09-03T13:49:25.113177+00:00
1302,2026-09-03T13:48:26.340066+00:00,2026-09-03,NVDA,BREAKOUT,228.11,86.7,59.0,0.41,15.936411449851153,-4.806143024961978,PREFER-HIGH,2026-09-03T13:49:25.195186+00:00
1303,2026-09-03T13:48:58.301546+00:00,2026-09-03,CVX,BREAKOUT,212.87,91.5,73.2,0.19,27.80950400364028,0.0,PREFER-HIGH,2026-09-03T13:49:25.357686+00:00
1304,2026-09-03T13:49:09.969381+00:00,2026-09-03,ADBE,BREAKOUT,291.48,87.9,64.1,0.21,25.762064201440214,-23.858375047307394,PREFER-HIGH,2026-09-03T13:49:25.447254+00:00
1305,2026-09-03T13:49:21.313736+00:00,2026-09-03,XYZ,BREAKOUT,84.29,85.5,56.5,0.19,15.346243079878588,-2.816734746762992,PREFER-HIGH,2026-09-03T13:49:25.551004+00:00
1306,2026-09-03T13:51:22.129394+00:00,2026-09-03,HOOD,BREAKOUT,120.11,110.0,66.4,1.83,18.160057709517353,-29.824220679351367,PREFER-HIGH,2026-09-03T14:04:22.917120+00:00
1307,2026-09-03T13:51:39.929028+00:00,2026-09-03,SLB,BREAKOUT,58.86,93.9,66.5,0.24,28.116374743680147,-3.2778659833978785,PREFER-HIGH,2026-09-03T14:04:23.037181+00:00
1308,2026-09-03T14:12:31.851316+00:00,2026-09-03,PLTR,BREAKOUT,185.12,87.8,61.9,1.04,33.87108919478518,-18.206384446080452,PREFER-MID,2026-09-03T14:19:23.457807+00:00
1309,2026-09-03T14:15:44.074565+00:00,2026-09-03,ORCL,BREAKOUT,150.99,70.7,55.3,0.39,14.936270740435228,-55.60868456712822,PREFER-HIGH,2026-09-03T14:19:23.573159+00:00
1310,2026-09-03T14:24:29.929755+00:00,2026-09-03,VLO,BREAKOUT,370.75,89.6,75.3,0.62,32.6099297018719,0.0,PREFER-MID,2026-09-03T14:34:24.119551+00:00
1311,2026-09-03T14:36:26.410811+00:00,2026-09-03,XLE,BREAKOUT,65.37,87.5,72.6,0.69,27.498418503662847,0.0,PREFER-HIGH,2026-09-03T14:49:24.527543+00:00
1312,2026-09-03T15:48:23.193448+00:00,2026-09-03,KO,BREAKOUT,89.1,54.1,55.2,0.78,25.069369575146272,-4.076530152281856,PREFER-HIGH,2026-09-03T15:49:24.215194+00:00
1313,2026-09-03T15:54:22.967236+00:00,2026-09-03,SMCI,BREAKOUT,37.28,57.1,57.0,0.68,24.403390247962513,-36.94614893051309,PREFER-HIGH,2026-09-03T16:04:24.675125+00:00
1314,2026-09-04T13:30:20.503014+00:00,2026-09-04,HOOD,BREAKOUT,124.72,118.6,68.9,2.58,19.93101191206061,-18.19493917852552,PREFER-HIGH,2026-09-04T13:34:23.766850+00:00
1315,2026-09-04T13:30:27.886623+00:00,2026-09-04,MU,BREAKOUT,974.57,73.7,55.6,0.01,8.001879589341183,-21.045524994055214,PREFER-HIGH,2026-09-04T13:34:23.912085+00:00
1316,2026-09-04T13:33:22.039535+00:00,2026-09-04,SMCI,BREAKOUT,38.35,66.2,59.8,0.02,24.299130588521045,-35.46353317154891,PREFER-HIGH,2026-09-04T13:34:24.053044+00:00
1317,2026-09-04T14:24:36.365356+00:00,2026-09-04,QCOM,BREAKOUT,170.47,94.5,55.0,0.52,12.97931191515708,-32.84598659266602,PREFER-HIGH,2026-09-04T14:34:23.855037+00:00
1318,2026-09-04T15:54:19.173898+00:00,2026-09-04,WFC,BREAKOUT,89.36,84.2,62.4,0.48,14.096630427115889,-7.469651409724372,PREFER-HIGH,2026-09-04T16:04:23.006476+00:00
1319,2026-09-04T18:54:18.255853+00:00,2026-09-04,META,BREAKOUT,613.45,94.0,61.5,0.66,12.197289118295279,-21.73277889448494,PREFER-HIGH,2026-09-04T19:04:28.784387+00:00
1320,2026-09-07T13:36:20.207552+00:00,2026-09-07,MU,BREAKOUT,1016.59,97.8,60.1,3.15,8.563826459751699,-16.230760920603,PREFER-HIGH,2026-09-07T13:49:26.174400+00:00
1321,2026-09-07T13:36:27.787900+00:00,2026-09-07,META,BREAKOUT,616.77,97.0,62.4,2.16,12.560505035891001,-20.952256388176867,PREFER-HIGH,2026-09-07T13:49:26.252718+00:00
1322,2026-09-07T16:24:23.950332+00:00,2026-09-07,SLB,BREAKOUT,57.51,79.9,62.2,1.3,29.405714324417477,-4.309484556315152,PREFER-HIGH,2026-09-07T16:34:26.111812+00:00
1323,2026-09-08T13:44:20.252234+00:00,2026-09-08,VZ,BREAKOUT,50.43,74.4,64.8,0.32,22.161775703861466,-2.4133936408893963,PREFER-HIGH,2026-09-08T13:49:34.589118+00:00
1324,2026-09-08T13:50:25.192476+00:00,2026-09-08,SLB,BREAKOUT,58.07,82.4,63.7,0.15,29.405714341463295,-4.309484556315152,PREFER-HIGH,2026-09-08T14:04:25.013844+00:00
1325,2026-09-08T14:02:17.842052+00:00,2026-09-08,XLE,BREAKOUT,65.11,87.6,67.5,0.52,27.79718377237476,-1.5975436864883654,PREFER-HIGH,2026-09-08T14:04:25.116730+00:00
1326,2026-09-08T14:02:25.241952+00:00,2026-09-08,CVX,BREAKOUT,212.65,90.4,69.2,0.43,28.57150298701759,-1.501554771041069,PREFER-HIGH,2026-09-08T14:04:25.246387+00:00
1327,2026-09-08T14:20:17.067047+00:00,2026-09-08,INTC,BREAKOUT,102.23,84.5,59.5,0.98,14.165271075307457,-32.0278122660135,PREFER-HIGH,2026-09-08T14:34:23.284211+00:00
1328,2026-09-08T14:23:20.575471+00:00,2026-09-08,AMD,BREAKOUT,496.88,82.4,55.0,1.0,10.489541045812938,-17.789325471711496,PREFER-HIGH,2026-09-08T14:34:23.427667+00:00
1329,2026-09-08T15:05:20.796870+00:00,2026-09-08,TSLA,BREAKOUT,365.86,82.0,55.0,1.68,22.803486479606548,-27.721078010324696,PREFER-HIGH,2026-09-08T15:19:23.004896+00:00
1330,2026-09-08T15:14:18.035933+00:00,2026-09-08,XLK,BREAKOUT,188.59,72.8,57.3,1.23,11.090907759026809,-5.51435727982629,PREFER-HIGH,2026-09-08T15:19:23.116777+00:00
1331,2026-09-08T17:14:19.770427+00:00,2026-09-08,META,BREAKOUT,618.97,94.6,63.0,0.74,12.560505626244346,-20.952256388176867,PREFER-HIGH,2026-09-08T17:19:24.991866+00:00
